 text class_label
1617 "RT @Ronn_Deezy Had to do it, swear I'm not sexist... #hilarious #true http://t.co/yIVOa9R2yt" sexism
1618 "RT @LewRichardson1 I'm not sexist in the slightest but women comedians should not be allowed they aren't funny at all" sexism
1619 "RT @TheBoghdady: Can I cry now? I think I'll cry! This is exactly what women should look like! Thanks, @Mazloum! http://t.co/KyXNxTz1Zf" sexism
1620 "RT @LeviathanPride Do men pretend to give birth? No? Then women should stop pretending to make a difference in politics." sexism
1621 "RT @LeviathanPride I can always tell if a girls tits are fake by how loud she screams when I bite her nipples off." sexism
1622 "RT @PierreSoDope Girls should be dressing as women for halloween because most of the year y'all been dressing like hoes" 
1623 "Make no mistake, they'll ridicule u, 2! @rickygee15 Most of ugirls should go out with no make up at all tonight.. No one would recognize you" sexism
1624 "RT @mantasfl Some girls should dress up as housewives since they're hoes all year long" sexism
1625 "RT @MrCocoyam For Halloween most or you girls should just go without makeup." sexism
1626 "RT @akshxy_ Most of you girls should just go out without make up, that's probably scary af" sexism
1627 "RT @emilypoultney On Halloween girls should go out with no makeup on, now that would be scary" sexism
1628 "RT @allen_theshift Some girls should not wear any type of tight clothing" sexism
1629 "RT @JApple8 None of the girls should have worn make up so school would be scary on Halloween" sexism
1630 "RT @Yo_aRob Some of y'all girls should be nuns for Halloween cause y'all been hoes all year round." 
1631 "Top-notch commentary A+ would ridicule again. @LTCuntMuscle @LeviathanPride hahahahahaha what a fuckin pussy" sexism
1632 "RT @Onnionion ""I'll be ready in 5 minutes"" from a girl usually means ""I'll be ready in 20+ minutes."" #notsexist #knownfromexperience" 
1633 "RT @ShawnFinchum Women SHOULD NOT Participate in No Shave November , it should be legal for them Ain't No Guy want a hairy chewbacca women" sexism
1634 "RT @JoshuaCorley ATTENTION! Women should NOT be participating in No Shave November" sexism
1635 "RT @a_reyessss21 Girls should not, I repeat should NOT participate in no shave November" sexism
1636 "RT @emmamcgregs Girls should NEVER participate in No Shave November." sexism
1637 "RT @lucasRobson09 I can't deal with women football announcers. I'm not sexist, it just doesn't sound right." sexism
1638 "RT @spencer_hynes I'm not trying to be sexist but I don't think women should announce football games" sexism
1639 "RT @jadeCFC_ Sounds like we've got a well good ref' today, bloody women should just stay in the kitchen!" 
1640 "RT @hymnforrachel Women should never participate in No Shave November. You should only have hair on your head." sexism
1641 "Yeah, child labor IS illegal. Unless you mean ""women""? @plaster_cole Girls should not be allowed to be commentators for football games" sexism
1642 "RT @genaro_m17 Girls should shave no matter what month it is" sexism
1643 "RT @AkheemV Bout beckles, not another woman prime minister #Sorry, not sexist but look what going on......" sexism
1644 "RT @Alfie_Game I'm not sexist, but why are women so easily confused?! #BusinessMinded?! Wouldn't have thought so" 
1645 "RT @paddymcbride90: I'm not sexist, but if I was sitting on a plane ready to leave, and a female captain come on the speaker, I'd probably …" sexism
1646 "RT @Mardeek_M I'm not sexist at all. But I can not stand female reporters in men's sports" sexism
1647 "RT @Matt2theRios: Hats off to girls who light their own weed. I don't understand why most girls can't handle the simple mechanics of a ligh…" sexism
1648 "Whut @RebeL_BLacC Btw Im no Sexist, I jus mean same woman barking in da office, is same one kneeling or submitting in da bedroom..!" sexism
1649 "@JaydotCortes Call me old fashioned..call me sexist..but I feel a WOMAN needs to know how to throw down in the kitchen. And a MAN provides." sexism
1650 "Nope! @BryanUrns Call me sexist but No Shave November is only for guys." 
1651 "SO CLEVER PULITZER TWEET @0cclus I think women should wear make-up while driving. Just so they look in the rear mirror occasionally." sexism
1652 "Girls should NOT care about your opinion. @that_ashton_kid Girls should NOT participate in no shave November" 
1653 "DID U WRITE THAT URSELF OMG @joeldanger All girls should come with a sign ""you must be this tall to ride my emotional rollercoaster""." sexism
1654 "TELL ME MORE @Heartlle i dont think girls should do no shave november" sexism
1655 "@reeealbigsean the reason that ship sank and those guys died is because there is a woman on board of the Maverick. #notsexist #superstitious" sexism
1656 "You're a dumb asshole. @jamiecowan92 I'm no sexist btw cause I'd punch a woman to show that she's equal #equality" sexism
1657 "RT @jamiecowan92: @frankthewank1 they don't even know what they want, then they say things like ""it's a woman's prerogative to change her m…" sexism
1658 "RT @devin_lord Call me sexist but girls shouldn't do No Shave November. Sorry." 
1659 "RT @PainfulAugustus: @lilysboo every girl should be sad for not being a boy" 
1660 "RT @PainfulAugustus: @lilysboo i'm no sexist, i'm a realist" 
1661 "RT @EllisHornabrook Im no sexist... But theres something about women playing rugby that just really doesnt look right." sexism
1662 "We can't even fucking ride bikes now? What the shit is this? @james19XX I'm not sexist, but girls riding bikes just looked weird af." 
1663 "RT @ColbyHarris902: I honestly can't believe they added female Soldiers to Call Of Duty Ghosts, I'm not sexist but it's kinda weird and a l…" sexism
1664 "RT @PsychicStoner: No I'm not sexist for calling you a cunt, you're just offended that I called you what you are and are really just angry …" 
1665 "LOL OH YOU *TEE HEE HEE* @akidaffendi Yo fyi, I'm not sexist =_= i just like to piss off you girls x)" 
1666 "RT @MadJoyPad: I'm not sexist or a scientist or researcher but the stuff girls write and put on social networks is evidence that men are sm…" sexism
1667 "Today one of my students spoke loudly and openly about how it's unfair that women get shit for doing No Shave November. There is hope." sexism
1668 "RT @nathancharman I'm not sexist but hearing a group of drunk females trying to do the yaya/kolo toure chant feels wrong" 
1669 "RT @AledThomas22 Not sexist, but cannot stand watching sport with women #question #question #question" sexism
1670 "RT @jgmason93 Superb parking; couldn't have done a better job myself LOL #womandriver #notsexist #2013writeoff http://t.co/4mqjpCMnDs" sexism
1671 "RT @OsmanMays Am I the only one who was never aware female pilots existed? #bumpyride #notsexist" sexism
1672 "RT @SF_XVII I tend to think an rsx is a chick car though lol #notsexist" 
1673 "Gold mine! @Watzittoyaa And no im not sexist lighten up and learn to take a joke" sexism
1674 "Nope, YOU'RE just gross, assface. @Cashyeww Girls are not allowed to participate in No shave November... I'm not sexist, you're just gross" sexism
1675 "RT @Vulc4nMind @Aandapples  // nope. I'm not sexist but I think the doctor should stick with a male" sexism
1676 "RT @JamesAltoft I'm not sexist, but any other driver would just drive not stop every 2 seconds when an open lane is to your left!" sexism
1677 "RT @VSVPDeezyy_ Not sexist but there are certain things that a woman can't tell me NOTHING about." sexism
1678 "RT @DJ_KAYE_: I m not sexist but y do female managers think they r the god greatest creation.. Way too power hungry .. U lot need to chiiil…" sexism
1679 "RT @Bene_TheJet It still bothers me that Cammi Granato got in the hall of fame before Adam Oates. I'm not sexist but really?" sexism
1680 "RT @katedudge I'm not sexist but I think in general, men make waaaay better music" sexism
1681 "RT @HussMiawad Not sexist but I believe women have a tendency to be more impractical than men." sexism
1682 "RT @rich_connor Call me sexist but the only women I can take serious when they're angry are my mom and grandma" sexism
1683 "RT @frankteezy Call me sexist but I don't think I wanna see a women president at this stage in my life" sexism
1684 "I'm just gonna stop you right there. @sbrew11 It isn't sexist if you're right." sexism
1685 "OH OK @MelvoBaptiste This isn't sexist before anyone starts, it's just true..... Female comedians are not funny!! Not one! Ever!" 
1686 "RT @Stopp12 I'm not sexist whatsoever BUT I CANT STAND hearing a chicks voice on sports talk radio." sexism
1687 "Because football is biological now! @OfficialBeech I don't tweet about periods. Women shouldn't tweet about football. #notsexist #truthhurts" 
1688 "@OfficialBeech I've never seen ""a women"" do anything. But I've seen Sam Gordon own a field full of boys." sexism
1689 "RT @marquesdaryl: I'm not sexist. But there is no chance in hell I'm letting a girl beat me at anything. Sorry" sexism
1690 "RT @RHoward617: @RossBarnes9 I'm not sexist but I hate hearing the female football sports casters. Idk why" sexism
1691 "RT @joelnoizes im not sexist but girls should not rap, its weird" sexism
1692 "RT @LewisHutchinson Mum plugs the ipad charger in but doesn't turn the plug on #typicalwoman #notsexist" 
1693 "RT @Keltonsexy250 I'm concerned for the girls driving their dates in this weather.... #notsexist" 
1694 "RT @Matt_Toppa I hate women sports analysts #notsexist #theyrejustannoying" sexism
1695 "UNLESS IT'S SIRI AMIRITE LOL @LithiumJA Never ever take directions from a woman! #notsexist" 
1696 "RT @KingHammock Fat Amy isn't funny because she's a women... I personally don't think women are funny at all #notsexist #realtalk" sexism
1697 "Wow, not funny AND makes no sense @nhowe911 This transexual speaker said when she became a woman, she got worse at driving #proof #NotSexist" sexism
1698 "RT @Durazzo_Cover32 Call me sexist if you want, but girls should never do the commentating for football, or any men's sport for that matter" sexism
1699 "RT @Ryan_Clevenger Call me sexist but I get annoyed by women anchors on SportsCenter" sexism
1700 "@V_bergs always extremely skeptical when these things first come out Call me sexist or whatever you want but sexual assault is a broad term" sexism
1701 "RT @In_The_AYERR I'm not sexist, but I must say women are the worst drivers..." 
1702 "RT @TheSpanishAfro_: The people at work are childish. Lol its run by women. Im not sexist but when women dont agree to something, oh man...…" 
1703 "RT @ChazSpence1 I'm not sexist but a woman should not be commentating on rugby, it's just not right #ScotlandvsAustralia" 
1704 "RT @AustinDrawbond I swear I'm not sexist but there are way too many female drivers in this town." sexism
1705 "RT @bigjhill23: This chick amy schumer is 2 funny! Women comics really gotta come wit it. Not sexist but most women comics are limited for …" 
1706 "RT @cielsolwazi: Not sexist but something ain't right when women calling a football game lol" 
1707 "RT @JonathanFowler_: This is not sexist... But I CANNOT handle women announcers! I am about to mute the tv #dukevsunc" sexism
1708 "RT @Krayfish35: It bothers me when anyone uses foul language, but coming out of a girls mouth it seems 10x worse #KeepItClean #NotSexist" sexism
1709 "RT @BC_Makin_It_Big: Call me sexist but I refuse to watch a football game in which a woman referees. #ItsaMansSport #DUKEvsUNC #NoWomenExis…" sexism
1710 "RT @TroyMV1 im sorry, im not sexist, but i'd be scared to have a woman running the country. women are too nice." 
1711 "Are you even a real person? @awesomeadanxd I'm not sexist. But Men are superior to women." 
1712 "Yes, you are. @KenBest I swear I'm not sexist but watching girls basketball usually makes me want to shoot myself in the head" sexism
1713 "Have a feeling u'd find s'thing 2 complain about. @Hheath10 wouldn't care if she was just an average ref but she got it all wrong #notsexist" sexism
1714 "Yeah bc military battles = RIVETING @AndrewMNorton I'm not sexist at all but reading about the social advancement if women is so boring." sexism
1715 "A classic! @RyanWHuck For those that care I love women im not sexist. I make jokes. Sorry." sexism
1716 "Like computer programming? http://t.co/RXBeH9zwA0 @TannerLeeCook Im not sexist butttttttttttttt I don't fuck with womanly jobs" sexism
1717 "http://t.co/hBBh4lcCqs @TJBernasky im not sexist r anything but i really dont feel comfortable having a female BARBER cut my hair ever again" sexism
1718 "You are a true savant. @tropicalcoffin when i play mortal kombat i only pick girls im not sexist i just like boobs" sexism
1719 "RT @DemaMatar: I'm not sexist but I prefer male professors over females." sexism
1720 "RT @SClowers6: I'm not sexist but I don't agree with women on sports shows that talk solely about men's sports." sexism
1721 "RT @KeatonRich: I'm not sexist but I hate when certain girls tweet about football when I bet they think offside is a seasoning." sexism
1722 "RT @Omg_Mitch: I'm not sexist, but sexist jokes are funny" sexism
1723 "RT @HAULINBASS25: I'm not sexist, just saying guys are tough all month, women are tough for 25 days of the month and then complain they are…" sexism
1724 "RT @B_Willy2013 Any real man knows, that being able to cook is one of the most attractive qualities a your woman can have. Hahaa #notsexist" sexism
1725 "YOU'RE SO POPULAR @isaaaacdavid Just snapchatted every girl in my phone and told them to make me dinner. Lol #notsexist" sexism
1726 "*yawn* @Eminent_dude Im sorry but women cannot drive, call me sexist or whatever but it's true." sexism
1727 "Time machine broken again, Socrates? @captain_coook you can call me sexist and maybe thats true but i dont think a woman should be president" sexism
1728 """Radical""? lol no @David_i_think Call me sexist. But a girl playing bf4? Lol no" 
1729 "Why yes! @PatrickEheM Call me sexist, biased, or whatever. I seriously think terrible driving is passed down through the Y chromosome." 
1730 "Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY" sexism
1731 "Can't talk w/males, can't grasp anything more complicated than a video game. @Dylan_Vadnais24 Can't talk sports with females..call me sexist" sexism
1732 "Now that's the weird brain-destroying sexism I'm talkin' about! @JoeGallois Call me sexist, but women are not good at high fiving each other" sexism
1733 "Good thing you'll never get the opportunity. @ItsJonTyler I just don't feel safe driving with any girl call me sexist" sexism
1734 "So I assume you won't be having children, because that is a 24/7 job. @AlexDramaAklilu call me sexist but my wife will not have a 9-5 job." sexism
1735 "Not even Misogynist Magnetic Poetry is this cliche. @captain_coook @YesYoureSexist get back to the kitchen, slut." 
1736 "Because fat men and fat women have equal opportunity in this world, right. @Carlozaffino I'm not sexist so I will call you fat if I please." sexism
1737 "WHOA, a rare shit gem in the sewer. @Brettonme I'm not sexist I just really hope I don't have a daughter" sexism
1738 "RT @BJDGAF I'm not sexist, but girls shouldn't wrestle" sexism
1739 "RT @CharlesClassiqk: sorry I'm not sexist BUT there is a double standards there's certain rules for dudes and there's certain rules for fem…" sexism
1740 "RT @HenryBeans It was the best of times, it was the worst of times. But she had amazing tits, I gotta say. #notsexist" sexism
1741 "RT @Peyton_Drinking: #NotSexist but is Erin Andrews the most average looking ""super talked about as a hottie"" ever?  Totally fine sports re…" sexism
1742 "RT @jamesy_cuv: The best part of a woman's body is their hands, simply because they can make sandwiches and clean shit with them #notsexist" sexism
1743 "You're a fucking asshole. @andrewbossvoss Eh, seems about right... #notsexist http://t.co/ajbW13kK2p" sexism
1744 "@SexKittenParty @YesYoureRacist Wow, no, okay, do not compare the word ""whore"" to the n-word." sexism
1745 "RT @FG2k20z3: Im not sexist but women do not belong on ESPN as analyst or commentators!!!" sexism
1746 "RT @_oimatewtf: I'm not sexist but girls who have abs and all that nonsense are really not attractive" sexism
1747 "RT @JMontgomery94: I'm not sexist, but I've seen 5 pieces of the most dreadful driving this morning in this garage, everytime it's been a w…" sexism
1748 "RT @rking425369: Im not sexist but a girl should know how to cook! if i know how too then she should too just saying" sexism
1749 "RT @davidrobertsss: Sexism is horrible, I am not sexist, but the statement 'all men drivers are better than woman' is correct in every way …" sexism
1750 "RT @ol_dirtymarco I'm not sexist, but I must admit the ""Women belong in the kitchen"" jokes were worth a chuckle." sexism
1751 "RT @KinnleeB: The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil. Like for real? This should not happen #NotSexis…" 
1752 "RT @mrdangdang Evan Fornier needs to grow some facial hair because he looks like he belongs in the WNBA. #womanly #notsexist #justtruthful" sexism
1753 "nope. http://t.co/5a8IkX8Jup @nzzml @amirashaa #fact women talk 3 times more than men #NotSexist" sexism
1754 "RT @nathanbonter21 I'm sorry but I can't handle women commentators or women talking about sports on ESPN #NotSexist" sexism
1755 "RT @GabeMiller22 I'm not sexist at all, but woman sports analysts shouldn't be a thing" sexism
1756 "RT @NoCoolKnickname I'm not sexist and I'll probably get in trouble for this but, Women werent designed or created to be alone" sexism
1757 "You should be locked up, you sociopath. @ninjaphi To prove I'm not sexist, I'm going to punch a women in her face" 
1758 "You are awful. @TheOnlyJHarris WOMEN SHOULD NOT DO PLAY BY PLAY FOR MENS SPORTS!!!! IM NOT SEXIST, IT'S JUST FACT. THEY ARE AWFUL." 
1759 "RT @GrahHarwarddd Call me sexist but I can't stand females being announcers for male sports." sexism
1760 "RT @D_Copee Call me sexist but I don't trust woman drivers .. Or atleast the woman in my family" sexism
1761 "RT @ben_thomas93 Call me sexist but really don't find female comedians funny at all" 
1762 "You're a horrible parent. @jrdrury13 Call me sexist but my son can do whatever he wants lol my daughter not so much" sexism
1763 "RT @ChadT35 Female comedians aren't funny #notsexist" sexism
1764 "Ugh, I can't. @Stevobrooo Nothing quite as degrading as a man using a feather duster. #GenderRoleShock #NotSexist #JustManly" sexism
1765 "RT @_chonz Call me sexist, but I couldn't watch a women do standup if my balls were an inch from the bandsaw." sexism
1766 "RT @joe_kriz Not sexist, but it's hard watching a game when there is a female commentator." sexism
1767 "RT @kellixbrown I'm not sexist, but I really cannot stand women sportscasters. #sorry" sexism
1768 "*vomit* @j_degeorge I'm not sexist by any means, but no woman should ever be allowed to announce a football game #KnowYourPlace" sexism
1769 "RT @IanPipebomb Beth Mowins voice annoys the living hell out of me. #mute #espn #BeefOBradysBowl #BeefsBowl #notsexist #justsaying" sexism
1770 "RT @theJPDH @Lukeyjuke the majority [of bad drivers] are women right? #observation #notsexist" sexism
1771 "RT @atchley62 Call me sexist, but I really don't like when women do the commentating for football games." sexism
1772 "RT @Tcrawford714 Call me sexist, but I don't like watching football with a female commentator" sexism
1773 "men should men. @Mic_Ross Dumb women call me sexist... real ladies respect the traditional values.. men should men and women should be women" sexism
1774 "@theJPDH ""the majority of shoppers are women, there are some bad cart drivers out there, hashtag not sexist"" Nice try." sexism
1775 "No, because math is hard! @theJPDH @YesYoureSexist two and two does not make five, you know that, right?" 
1776 "Only if you have privilege. @Snoogens_604 Im not sexist, racist, or have contempt for handicapped people, but a funny joke is a funny joke" sexism
1777 "Apparently you are not following the many misogynists I RT @Ben_Humes Why is everything for girls or related to girls on Twitter? #NotSexist" sexism
1778 "SO HILARIOUS U WRITE UR OWN MATERIAL? @JesseElJefe A lot of ppl call me sexist. But those ppl are women, and their opinions don't matter." 
1779 "If she was emotional you'd blame gender too @oglefro I am not sexist... But I hate women announcers... They try to sound to analytical..." sexism
1780 "RT @BarrettWatson27 I'm not sexist but I cannot stand when there's a woman commentator talking when I'm watching sports." 
1781 "RT @Joseph_MC3 I'm not sexist but it's extremely hard for me to listen to a female vocalist" 
1782 "RT @TheDonTwon Im not sexist but feminist piss me off.." sexism
1783 """girls"" @Dehner07 In usually not sexist, but girls are refs in the NBA ? Wow." 
1784 "RT @jcantrell12: For the record, I'm not sexist. But if you can prove me wrong about female comedians, I'll make a formal apology to the wo…" sexism
1785 "LMFAO @BrandonHonaker1 LMFAO who cares about the women UFC title match not sexist but seriously no one cares lol." 
1786 "RT @RyBen3 I'm not sexist: but I do not like that the first game where two women are Linesman is the BYU game. We always have luck like this" sexism
1787 "RT @RyBen3: @LJoyce11 my comment was sexist, but I'm not personally, always a sexist." 
1788 "RT @KhalilAOfficial First, female sports. Now we have female refs and female announcers...what has life come to...#NotSexist" sexism
1789 "@ElderAwesomeish ""relax afterward"" &lt;-- so after a standard 8 hour shift of child-rearing and housework you take over, or when she's dead?" sexism
1790 "RT @ElliottVKay Call me sexist, but I'm just not comfortable with ladies reffing football." sexism
1791 "RT @ElleDunc Call me sexist, but I preferred COD without this stupid chick." sexism
1792 "RT @WLeM32 Call me sexist but I do not like girl refs for football....." 
1793 "HAHA WHAT @AbeAmas Call me sexist but I still don't like how the main character of legend of korra is a woman. It just doesn't feel right." sexism
1794 "In @AbeAmas's version of Legend of Korra, the main character is Mako and it's a story about hair gel and filing routine paperwork" sexism
1795 "RT @kristc67 When a girl looks more buff than me... #gymtime #eeew #notcute #notsexist #justscared" sexism
1796 "RT @GrahamInglish Hahahaha I'm sorry but if you watch Women UFC fights kys #NotSexist #ItsJustWeird" sexism
1797 "RT @coltonodoherty I hate it when girls are in a bad mood so what i'm trying to say is I hate girls" sexism
1798 "RT @hadyn1878: Hate girls who think they're really hot because they get with a different person every week, when really it's because they'r…" sexism
1799 "RT @NoahRough I swear I'm not sexist but about 90% of girls are terrible at video games. Maybe it's just my sister though." 
1800 "Damn cyber Saudi-adjacent nations @jaxblaster Sorry im not sexist but listening to a eoman calling a football game drives me nuts." sexism
1801 "RT @stephaybabes Not sexist but i think male comedians are funnier than female ones. http://t.co/0nRJQFuzxI" sexism
1802 "So you're sexist AND racist. @ImSandeshJain Not sexist, but women in Burkhah scare me. Totally." sexism
1803 "RT @LoweryJake I'm not sexist but holy shit women drivers are awful!" sexism
1804 "A hit with 5-year-olds @adnan_bahatti55 Don't treat women like an object. It doesn't like it... #JK #NotSexist #SorryNotSorry" 
1805 "RT @_buttersnips I'm not sexist or anything but I hate when women do commentary on sports." sexism
1806 "yeah so annoying how they're doing their jobs @Dean_Carr Call me sexist but woman football commentators annoy me so much, they never shut up" sexism
1807 "RT @jaykyew Call me sexist, but hearing a woman do play by play for a football game just sounds off to me" sexism
1808 "RT @BMKT8 Call me sexist or whatever you wish, but for some reason i really hate when girls talk about football." sexism
1809 "Yeah, the ones you're with, for some inexplicable reason. @Jay_FJ Go ahead, call me sexist. Inept women. http://t.co/0OAHeJ4CDm" sexism
1810 "RT @GNSL_22 I'm not sexist for my opinion on women drivers.. I've just experienced it plenty of times." sexism
1811 "RT @blackocracy: I'm not sexist or anything so I hope no single broad try to swerve me but... a woman's ultimate position is to be by a man…" sexism
1812 "Fundamental understanding of meaning fail @DonivanGray I'm not sexist or anything but EVERY girl is crazy no exceptions." sexism
1813 "There's that P600 spike #MMNsexism @Gwbear7 Only females recognise the ""final spin"" on a washing machine full of clothes #NotSexist #Fact" sexism
1814 "RT http://t.co/3bvazJfhS4 @CyCopplelops Call me sexist but men will always be superior drivers" sexism
1815 "You're also ableist and a damn waste. @InKYweTrust Call me sexist, idc. But when girls fight, your argument just sounds retarded." 
1816 "RT @elya_halim I am not sexist. But i am becoming one when i am driving." sexism
1817 "No way that's sexist at all! @Abdul_a95 I'm not sexist but female characters in TV shows are 99% usually the most annoying character" sexism
1818 "How unfortunate that no one cares what you think. @E_B_A_H__3 Im not sexist, but football ain't meant for women" sexism
1819 "You know we're 50% of the population, right? @ChristianCraw4 I'm not sexist but I do feel there are too many women on ESPN #notthesame" sexism
1820 "RT @SocraStEEEz: I'm not sexist but straight up the world is not ready for one of the most powerful and influential countries to have a wom…" sexism
1821 "RT @DyslexicDwarf I'm not sexist, I'd just prefer it if she was making me a sammich, instead of reading Twitter." sexism
1822 "RT @Arsenick3 I'm not sexist, I follow some very well informed and knowledgeable female fans but the comment was daft!" sexism
1823 "The least funny sexist unjoke there is. @unicatbirdwhale make a sandwich :o #notsexist" sexism
1824 "RT @Jackie_boyyyyy xbox's were designed for boys and make up was designed for girls, get the idea #notsexist #promise #lol" sexism
1825 "RT @ahall012 If you are a women,and this is no sexist comment directly, and we are watching football just don't talk unless my team scores" sexism
1826 "RT @EBeisner @ahall012 I agree with you!! I would rather brush my teeth with sandpaper then watch football with a girl!!" sexism
1827 "We've got a regular Wordsworth on our hands here @E_B_A_H__3 @YesYoureSexist how unfortunate get tf off my mentions" 
1828 "@Arsenick3 ""I'm just selectively highlighting women who meet the stereotype I'm fishing to confirm. HOW IS THAT SEXIST""" sexism
1829 "RT @BenOX4D I'm not sexist, but when a woman presents a football show I just can't take her seriously." 
1830 "RT @JabzzSalam Not sexist but girls on twitter aren't funny" sexism
1831 "RT @CoryBeats @BlacckGall I don't ever want a female talking while football is being played #notsexist" sexism
1832 "RT @JoeParker45 Not sure women's darts should be on tv unless these too are just really bad! Seen better in the pub #notsexist #justshocking" sexism
1833 "SO EDGY @Thecolouredkid_ I'm no sexist I'm just a realist and can't make sense of some of the shit we do as a society" sexism
1834 "RT @Po0le_Boy: Call me sexist, but if you're watchin Bachelor over the Nat.Championship just proves you're not a sports fan no matter whose…" sexism
1835 "what @TheRobotard8000 call me sexist or old fashioned, but the new trend of dudes taking alimony is shameful and utterly unmasculine." 
1836 "And yet antique furniture... @Rojdarabbit Ladies...If you've been around your price goes down. Call me sexist but u know it's true. #joke" sexism
1837 "Using it to communicate our humanity? CHICKS MAN @lonelybanana9 Don't call me sexist because we all know how y'all girls are with Twitter." sexism
1838 "There goes your attempt at an ""I'm such a deep dude"" persona. @Thecolouredkid_ @YesYoureSexist suck my balls hoe" sexism
1839 "RT @NathanWassihun I'm not sexist but BITCHES CANNOT DRIVE" sexism
1840 "RT @asher_budd I'm not sexist but there's not a single women's sport I can stand to sit through" sexism
1841 "Only 2 oppressions. @Prattsays I'm not sexist, but I just remembered why I hate feminists. Unless you're Black orJewish please stop whining." sexism
1842 "RT @fairbairn77: I'm not sexist or anything but...(no really i'm not, hear me out) if you're a female comedienne you have a lot to do to ma…" sexism
1843 "Gonna go out on a limb here and say you're actually both. @JakePowles I'm not sexist or racist. Just observant." sexism
1844 "RT @BenjiLaw1: I'm joking when I tell a woman to make me a sandwich...but if I want spaghetti, bitch better make it. #NotSexist #Spaghetti …" sexism
1845 "RT @ben_sulley I don't care if people call me sexist, I don't find female comedians funny" sexism
1846 "RT @JustMarn Im not sexist, but When it comes to learning i prefer a male .. All my fave teachers were male." sexism
1847 "@inkiebird @JustMarn direct quote from OP: ""When it comes to learning i prefer a male"" so nice try" sexism
1848 "RT @McGorrigan I'm not sexist but woman's football makes me feel sick" 
1849 "RT @DJP_3 Women are really bad drivers. #notsexist #sorryitsthetruth" sexism
1850 "RT @BrianRienecker Call me sexist but I just can't stand women auto journalists. Something just isn't right about it." 
1851 "RT @JRamirez_3 I'm not sexist... But why the heck do I have a girl as my personal trainer..??" sexism
1852 "RT @ExclusiveGinger I'm not sexist but most girls = bad drivers" sexism
1853 "Repeat a lie often enough, etc. @luchi_55 I'm not sexist, but girls aren't funny." sexism
1854 "RT @vsvpgoblin I'm not sexist, but some bitches can't drive for SHIT." 
1855 "RT @ConnellyBock Im not sexist but I hate woman sports commentators" 
1856 "RT @DOCTOR___J I swear I'm not sexist but get these ladies outta here when it comes to football" sexism
1857 "RT @DoctorJ09 Not sexist but I really dislike women announcers!!" 
1858 "RT @ryangowan29 I'm not sexist but i hate serving women! They're so unbelievanly fussy about their drinks" sexism
1859 "RT @peterWSP15 LOL and no fucking doubt, I'm not sexist but especially girls, no respect for men what so ever (well most of them)" sexism
1860 "RT @charlwhat HOLY FUCK IM NOT SEXIST BUT ALOT OF WOMEN CANNOT FUCKING DRIVE" sexism
1861 "RT @loganbrown64 It's good to talk with your wife but it's so much easier to say shut up n make me a sammich #notsexist lol" sexism
1862 "HAHAHA I GET IT BAIT AND SWITCH @StrosDude9 What is one thing I care less about than soccer? Women's soccer. #NotSexist" sexism
1863 "RT @_els_7 Women's tennis is of a good standard #shitnoonesays #notsexist #stillenjoywatchingivanovic" sexism
1864 "RT @MrSorrentino_ Oi I'm not sexist but I swear to god only like 2% of the women population in London know how to drive properly ffs." 
1865 "RT @kohfuckyourself I'm not sexist, but Feminists make me sick in how they go about fighting for equality. Sorry." sexism
1866 "#bizarresexism @LifeOfStrife I don't know why buy I find a hearty handshake between two women to be very awkward. #notsexist" sexism
1867 "News flash: It's not for you. @_REDDY71 A word to all the ladies in very short skirts or shorts this summer - 'Thanks'. #NotSexist #Grateful" 
1868 "RT @A_Truth94 Call me sexist I don't care but a Pakistani girl should know how to make Roti" sexism
1869 "No one cares @IkeMahrer6551 call me sexist, but i hate to hear girls argue bout sports" 
1870 "RT @terrwill09 Call me sexist but I don't like women commentators on men sports" sexism
1871 "RT @christoph_welsh Call me sexist but I do not like female engineering teachers" 
1872 """Simple things please simple minds."" @pumpkinking39 I'm not sexist but dammit, the best jokes are." sexism
1873 "LOLOLOL @babaaibrahim the bitch was driving it. God damn I'm not sexist but that is not a car that should be driven by a female ever lol" 
1874 ":D @nkrause11 Dudes who go to culinary school: #why #findawife #notsexist :)" sexism
1875 "RT @4boardman I'm not sexist, but women comedians aren't funny at all" 
1876 "Yeah they're totally just rain vaginas @pjbish @Pocolow a man with an umbrella, just doesn't look right. I'm with you bro. #notsexist." sexism
1877 "RT @ryland_foster watching the mens slope style is way better than watching women's #notsexist #justsayin" 
1878 "Self-aware sexism = still sexist! Magic! @farinjini @micaleel Pizza for dinner? I'd say you need a wife, but twitter would call me sexist." sexism
1879 "Call me a misandrist but men in hardware stores amirite @iMudassir Call me sexist but shopping with women can take centuries &gt;.&lt;" sexism
1880 "You have a problem. @bradwall3 Call me sexist, but I just can't enjoy a game as much with a woman announcer calling it" sexism
1881 "So you're sexist AND have no taste. @_ChrisNichols Call me sexist but I have no desire to see a stand alone Wonder Woman movie." 
1882 "RT @HeyItsReecie Ok so i hav a girl replacin my battery its kinda strange......#NotSexist" sexism
1883 "RT @IWantMooro: I'm sorry. Call me sexist but women shouldn't get involved with football. I've made an oath never to take a bird to the lan…" sexism
1884 "Men giving their opinions............:\ @OliPaterson I'm not sexist but; women playing poker........ :/" sexism
